   Elapsed time	 RESP, 
       0:09.296	  0.209
       0:09.304	  0.204
       0:09.312	  0.199
       0:09.320	  0.196
       0:09.328	  0.190
       0:09.336	  0.185
       0:09.344	  0.180
       0:09.352	  0.175
       0:09.360	  0.170
       0:09.368	  0.165
       0:09.376	  0.161
       0:09.384	  0.156
       0:09.392	  0.151
       0:09.400	  0.146
       0:09.408	  0.139
       0:09.416	  0.133
       0:09.424	  0.127
       0:09.432	  0.121
       0:09.440	  0.115
       0:09.448	  0.109
       0:09.456	  0.104
       0:09.464	  0.098
       0:09.472	  0.092
       0:09.480	  0.086
       0:09.488	  0.080
       0:09.496	  0.074
       0:09.504	  0.069
       0:09.512	  0.065
       0:09.520	  0.062
       0:09.528	  0.058
       0:09.536	  0.055
       0:09.544	  0.053
       0:09.552	  0.052
       0:09.560	  0.050
       0:09.568	  0.050
       0:09.576	  0.050
       0:09.584	  0.051
       0:09.592	  0.051
       0:09.600	  0.052
       0:09.608	  0.054
       0:09.616	  0.054
       0:09.624	  0.055
       0:09.632	  0.055
       0:09.640	  0.055
       0:09.648	  0.054
       0:09.656	  0.053
       0:09.664	  0.051
       0:09.672	  0.050
       0:09.680	  0.048
       0:09.688	  0.046
       0:09.696	  0.043
       0:09.704	  0.040
       0:09.712	  0.036
       0:09.720	  0.032
       0:09.728	  0.028
       0:09.736	  0.023
       0:09.744	  0.021
       0:09.752	  0.017
       0:09.760	  0.015
       0:09.768	  0.013
       0:09.776	  0.012
       0:09.784	  0.011
       0:09.792	  0.010
       0:09.800	  0.010
       0:09.808	  0.013
       0:09.816	  0.016
       0:09.824	  0.021
       0:09.832	  0.025
       0:09.840	  0.032
       0:09.848	  0.039
       0:09.856	  0.048
       0:09.864	  0.056
       0:09.872	  0.068
       0:09.880	  0.080
       0:09.888	  0.095
       0:09.896	  0.110
       0:09.904	  0.125
       0:09.912	  0.141
       0:09.920	  0.156
       0:09.928	  0.172
       0:09.936	  0.191
       0:09.944	  0.210
       0:09.952	  0.232
       0:09.960	  0.253
       0:09.968	  0.276
       0:09.976	  0.299
       0:09.984	  0.322
       0:09.992	  0.344
       0:10.000	  0.364
       0:10.008	  0.384
       0:10.016	  0.402
       0:10.024	  0.419
       0:10.032	  0.436
       0:10.040	  0.453
       0:10.048	  0.469
       0:10.056	  0.485
       0:10.064	  0.498
       0:10.072	  0.511
       0:10.080	  0.523
       0:10.088	  0.535
       0:10.096	  0.545
       0:10.104	  0.557
       0:10.112	  0.568
       0:10.120	  0.580
       0:10.128	  0.591
       0:10.136	  0.603
       0:10.144	  0.616
       0:10.152	  0.629
       0:10.160	  0.639
       0:10.168	  0.650
       0:10.176	  0.661
       0:10.184	  0.672
       0:10.192	  0.684
       0:10.200	  0.697
       0:10.208	  0.711
       0:10.216	  0.725
       0:10.224	  0.738
       0:10.232	  0.752
       0:10.240	  0.764
       0:10.248	  0.777
       0:10.256	  0.793
       0:10.264	  0.808
       0:10.272	  0.826
       0:10.280	  0.844
       0:10.288	  0.862
       0:10.296	  0.881
       0:10.304	  0.899
       0:10.312	  0.919
       0:10.320	  0.935
       0:10.328	  0.952
       0:10.336	  0.967
       0:10.344	  0.981
       0:10.352	  0.990
       0:10.360	  1.000
       0:10.368	  1.000
       0:10.376	  1.000
       0:10.384	  1.000
       0:10.392	  1.000
       0:10.400	  1.000
       0:10.408	  1.000
       0:10.416	  1.000
       0:10.424	  1.000
       0:10.432	  1.000
       0:10.440	  1.000
       0:10.448	  1.000
       0:10.456	  1.000
       0:10.464	  1.000
       0:10.472	  1.000
       0:10.480	  1.000
       0:10.488	  1.000
       0:10.496	  1.000
       0:10.504	  1.000
       0:10.512	  1.000
       0:10.520	  1.000
       0:10.528	  1.000
       0:10.536	  1.000
       0:10.544	  1.000
       0:10.552	  1.000
       0:10.560	  1.000
       0:10.568	  1.000
       0:10.576	  1.000
       0:10.584	  1.000
       0:10.592	  1.000
       0:10.600	  1.000
       0:10.608	  1.000
       0:10.616	  1.000
       0:10.624	  1.000
       0:10.632	  1.000
       0:10.640	  1.000
       0:10.648	  1.000
       0:10.656	  1.000
       0:10.664	  1.000
       0:10.672	  1.000
       0:10.680	  1.000
       0:10.688	  1.000
       0:10.696	  1.000
       0:10.704	  1.000
       0:10.712	  1.000
       0:10.720	  1.000
       0:10.728	  1.000
       0:10.736	  1.000
       0:10.744	  1.000
       0:10.752	  1.000
       0:10.760	  1.000
       0:10.768	  1.000
       0:10.776	  1.000
       0:10.784	  0.994
       0:10.792	  0.987
       0:10.800	  0.966
       0:10.808	  0.943
       0:10.816	  0.923
       0:10.824	  0.903
       0:10.832	  0.882
       0:10.840	  0.861
       0:10.848	  0.841
       0:10.856	  0.819
       0:10.864	  0.801
       0:10.872	  0.782
       0:10.880	  0.764
       0:10.888	  0.748
       0:10.896	  0.731
       0:10.904	  0.716
       0:10.912	  0.700
       0:10.920	  0.684
       0:10.928	  0.669
       0:10.936	  0.654
       0:10.944	  0.638
       0:10.952	  0.624
       0:10.960	  0.610
       0:10.968	  0.596
       0:10.976	  0.583
       0:10.984	  0.570
       0:10.992	  0.556
       0:11.000	  0.542
       0:11.008	  0.527
       0:11.016	  0.511
       0:11.024	  0.497
       0:11.032	  0.482
       0:11.040	  0.468
       0:11.048	  0.455
       0:11.056	  0.441
       0:11.064	  0.426
       0:11.072	  0.412
       0:11.080	  0.397
       0:11.088	  0.383
       0:11.096	  0.370
       0:11.104	  0.358
       0:11.112	  0.346
       0:11.120	  0.336
       0:11.128	  0.326
       0:11.136	  0.319
       0:11.144	  0.311
       0:11.152	  0.307
       0:11.160	  0.302
       0:11.168	  0.300
       0:11.176	  0.298
       0:11.184	  0.298
       0:11.192	  0.297
       0:11.200	  0.297
       0:11.208	  0.297
       0:11.216	  0.299
       0:11.224	  0.302
       0:11.232	  0.305
       0:11.240	  0.309
       0:11.248	  0.313
       0:11.256	  0.316
       0:11.264	  0.318
       0:11.272	  0.321
       0:11.280	  0.322
       0:11.288	  0.324
       0:11.296	  0.325
       0:11.304	  0.326
       0:11.312	  0.326
       0:11.320	  0.326
       0:11.328	  0.324
       0:11.336	  0.323
       0:11.344	  0.321
       0:11.352	  0.320
       0:11.360	  0.318
       0:11.368	  0.316
       0:11.376	  0.313
       0:11.384	  0.311
       0:11.392	  0.307
       0:11.400	  0.304
       0:11.408	  0.302
       0:11.416	  0.299
       0:11.424	  0.297
       0:11.432	  0.295
       0:11.440	  0.294
       0:11.448	  0.292
       0:11.456	  0.291
       0:11.464	  0.290
       0:11.472	  0.289
       0:11.480	  0.288
       0:11.488	  0.287
       0:11.496	  0.286
       0:11.504	  0.286
       0:11.512	  0.285
       0:11.520	  0.284
       0:11.528	  0.284
       0:11.536	  0.283
       0:11.544	  0.283
       0:11.552	  0.281
       0:11.560	  0.280
       0:11.568	  0.276
       0:11.576	  0.273
       0:11.584	  0.268
       0:11.592	  0.263
       0:11.600	  0.258
       0:11.608	  0.253
       0:11.616	  0.247
       0:11.624	  0.241
       0:11.632	  0.234
       0:11.640	  0.226
       0:11.648	  0.218
       0:11.656	  0.209
       0:11.664	  0.201
       0:11.672	  0.193
       0:11.680	  0.185
       0:11.688	  0.178
       0:11.696	  0.168
       0:11.704	  0.159
       0:11.712	  0.150
       0:11.720	  0.140
       0:11.728	  0.130
       0:11.736	  0.120
       0:11.744	  0.111
       0:11.752	  0.104
       0:11.760	  0.097
       0:11.768	  0.090
       0:11.776	  0.085
       0:11.784	  0.081
       0:11.792	  0.078
       0:11.800	  0.075
       0:11.808	  0.073
       0:11.816	  0.072
       0:11.824	  0.071
       0:11.832	  0.071
       0:11.840	  0.071
       0:11.848	  0.071
       0:11.856	  0.071
       0:11.864	  0.071
       0:11.872	  0.070
       0:11.880	  0.070
       0:11.888	  0.069
       0:11.896	  0.068
       0:11.904	  0.067
       0:11.912	  0.066
       0:11.920	  0.065
       0:11.928	  0.064
       0:11.936	  0.063
       0:11.944	  0.061
       0:11.952	  0.059
       0:11.960	  0.057
       0:11.968	  0.055
       0:11.976	  0.053
       0:11.984	  0.050
       0:11.992	  0.048
       0:12.000	  0.046
       0:12.008	  0.044
       0:12.016	  0.042
       0:12.024	  0.041
       0:12.032	  0.039
       0:12.040	  0.037
       0:12.048	  0.036
       0:12.056	  0.035
       0:12.064	  0.035
       0:12.072	  0.035
       0:12.080	  0.035
       0:12.088	  0.036
       0:12.096	  0.037
       0:12.104	  0.038
       0:12.112	  0.040
       0:12.120	  0.043
       0:12.128	  0.046
       0:12.136	  0.049
       0:12.144	  0.053
       0:12.152	  0.057
       0:12.160	  0.062
       0:12.168	  0.066
       0:12.176	  0.072
       0:12.184	  0.079
       0:12.192	  0.087
       0:12.200	  0.095
       0:12.208	  0.104
       0:12.216	  0.112
       0:12.224	  0.122
       0:12.232	  0.132
       0:12.240	  0.142
       0:12.248	  0.152
       0:12.256	  0.160
       0:12.264	  0.169
       0:12.272	  0.179
       0:12.280	  0.188
       0:12.288	  0.197
       0:12.296	  0.206
       0:12.304	  0.215
       0:12.312	  0.225
       0:12.320	  0.233
       0:12.328	  0.241
       0:12.336	  0.251
       0:12.344	  0.262
       0:12.352	  0.273
       0:12.360	  0.283
       0:12.368	  0.296
       0:12.376	  0.309
       0:12.384	  0.322
       0:12.392	  0.335
       0:12.400	  0.349
       0:12.408	  0.362
       0:12.416	  0.375
       0:12.424	  0.388
       0:12.432	  0.403
       0:12.440	  0.418
       0:12.448	  0.434
       0:12.456	  0.451
       0:12.464	  0.466
       0:12.472	  0.482
       0:12.480	  0.497
       0:12.488	  0.511
       0:12.496	  0.527
       0:12.504	  0.543
       0:12.512	  0.559
       0:12.520	  0.576
       0:12.528	  0.591
       0:12.536	  0.608
       0:12.544	  0.625
       0:12.552	  0.640
       0:12.560	  0.655
       0:12.568	  0.669
       0:12.576	  0.681
       0:12.584	  0.694
       0:12.592	  0.707
       0:12.600	  0.719
       0:12.608	  0.732
       0:12.616	  0.745
       0:12.624	  0.757
       0:12.632	  0.768
       0:12.640	  0.780
       0:12.648	  0.792
       0:12.656	  0.804
       0:12.664	  0.816
       0:12.672	  0.830
       0:12.680	  0.843
       0:12.688	  0.856
       0:12.696	  0.870
       0:12.704	  0.885
       0:12.712	  0.898
       0:12.720	  0.911
       0:12.728	  0.925
       0:12.736	  0.936
       0:12.744	  0.949
       0:12.752	  0.962
       0:12.760	  0.976
       0:12.768	  0.988
       0:12.776	  1.000
       0:12.784	  1.000
       0:12.792	  1.000
       0:12.800	  1.000
       0:12.808	  1.000
       0:12.816	  1.000
       0:12.824	  1.000
       0:12.832	  1.000
       0:12.840	  1.000
       0:12.848	  1.000
       0:12.856	  1.000
       0:12.864	  1.000
       0:12.872	  1.000
       0:12.880	  1.000
       0:12.888	  1.000
       0:12.896	  1.000
       0:12.904	  1.000
       0:12.912	  1.000
       0:12.920	  1.000
       0:12.928	  1.000
       0:12.936	  1.000
       0:12.944	  1.000
       0:12.952	  1.000
       0:12.960	  1.000
       0:12.968	  1.000
       0:12.976	  1.000
       0:12.984	  1.000
       0:12.992	  1.000
       0:13.000	  1.000
       0:13.008	  1.000
       0:13.016	  1.000
       0:13.024	  1.000
       0:13.032	  1.000
       0:13.040	  1.000
       0:13.048	  1.000
       0:13.056	  1.000
       0:13.064	  1.000
       0:13.072	  1.000
       0:13.080	  1.000
       0:13.088	  1.000
       0:13.096	  1.000
       0:13.104	  1.000
       0:13.112	  1.000
       0:13.120	  1.000
       0:13.128	  1.000
       0:13.136	  1.000
       0:13.144	  1.000
       0:13.152	  1.000
       0:13.160	  1.000
       0:13.168	  1.000
       0:13.176	  1.000
       0:13.184	  1.000
       0:13.192	  1.000
       0:13.200	  1.000
       0:13.208	  1.000
       0:13.216	  1.000
       0:13.224	  1.000
       0:13.232	  1.000
       0:13.240	  1.000
       0:13.248	  1.000
       0:13.256	  1.000
       0:13.264	  1.000
       0:13.272	  1.000
       0:13.280	  1.000
       0:13.288	  1.000
       0:13.296	  1.000
       0:13.304	  1.000
       0:13.312	  1.000
       0:13.320	  1.000
       0:13.328	  1.000
       0:13.336	  1.000
       0:13.344	  1.000
       0:13.352	  1.000
       0:13.360	  1.000
       0:13.368	  1.000
       0:13.376	  1.000
       0:13.384	  1.000
       0:13.392	  1.000
       0:13.400	  1.000
       0:13.408	  1.000
       0:13.416	  1.000
       0:13.424	  1.000
       0:13.432	  1.000
       0:13.440	  1.000
       0:13.448	  1.000
       0:13.456	  1.000
       0:13.464	  1.000
       0:13.472	  1.000
       0:13.480	  1.000
       0:13.488	  1.000
       0:13.496	  1.000
       0:13.504	  1.000
       0:13.512	  1.000
       0:13.520	  1.000
       0:13.528	  1.000
       0:13.536	  1.000
       0:13.544	  1.000
       0:13.552	  1.000
       0:13.560	  1.000
       0:13.568	  1.000
       0:13.576	  1.000
       0:13.584	  1.000
       0:13.592	  1.000
       0:13.600	  1.000
       0:13.608	  1.000
       0:13.616	  1.000
       0:13.624	  1.000
       0:13.632	  0.970
       0:13.640	  0.939
       0:13.648	  0.903
       0:13.656	  0.867
       0:13.664	  0.829
       0:13.672	  0.791
       0:13.680	  0.756
       0:13.688	  0.720
       0:13.696	  0.688
       0:13.704	  0.655
       0:13.712	  0.623
       0:13.720	  0.590
       0:13.728	  0.558
       0:13.736	  0.527
       0:13.744	  0.499
       0:13.752	  0.471
       0:13.760	  0.447
       0:13.768	  0.422
       0:13.776	  0.399
       0:13.784	  0.375
       0:13.792	  0.354
       0:13.800	  0.331
       0:13.808	  0.312
       0:13.816	  0.292
       0:13.824	  0.275
       0:13.832	  0.257
       0:13.840	  0.243
       0:13.848	  0.229
       0:13.856	  0.218
       0:13.864	  0.206
       0:13.872	  0.196
       0:13.880	  0.186
       0:13.888	  0.177
       0:13.896	  0.168
       0:13.904	  0.161
       0:13.912	  0.153
       0:13.920	  0.148
       0:13.928	  0.142
       0:13.936	  0.136
       0:13.944	  0.131
       0:13.952	  0.126
       0:13.960	  0.121
       0:13.968	  0.116
       0:13.976	  0.111
       0:13.984	  0.108
       0:13.992	  0.103
       0:14.000	  0.100
       0:14.008	  0.098
       0:14.016	  0.096
       0:14.024	  0.094
       0:14.032	  0.093
       0:14.040	  0.091
       0:14.048	  0.089
       0:14.056	  0.088
       0:14.064	  0.087
       0:14.072	  0.086
       0:14.080	  0.086
       0:14.088	  0.086
       0:14.096	  0.086
       0:14.104	  0.085
       0:14.112	  0.084
       0:14.120	  0.084
       0:14.128	  0.082
       0:14.136	  0.080
       0:14.144	  0.078
       0:14.152	  0.076
       0:14.160	  0.073
       0:14.168	  0.071
       0:14.176	  0.067
       0:14.184	  0.065
       0:14.192	  0.060
       0:14.200	  0.055
       0:14.208	  0.049
       0:14.216	  0.043
       0:14.224	  0.037
       0:14.232	  0.031
       0:14.240	  0.024
       0:14.248	  0.019
       0:14.256	  0.012
       0:14.264	  0.005
       0:14.272	  0.002
       0:14.280	  0.000
       0:14.288	  0.000
       0:14.296	  0.000
       0:14.304	  0.000
       0:14.312	  0.000
       0:14.320	  0.000
       0:14.328	  0.000
       0:14.336	  0.000
       0:14.344	  0.000
       0:14.352	  0.000
       0:14.360	  0.000
       0:14.368	  0.000
       0:14.376	  0.000
       0:14.384	  0.000
       0:14.392	  0.000
       0:14.400	  0.000
       0:14.408	  0.000
       0:14.416	  0.001
       0:14.424	  0.003
       0:14.432	  0.009
       0:14.440	  0.016
       0:14.448	  0.021
       0:14.456	  0.025
       0:14.464	  0.029
       0:14.472	  0.033
       0:14.480	  0.036
       0:14.488	  0.039
       0:14.496	  0.041
       0:14.504	  0.042
       0:14.512	  0.041
       0:14.520	  0.041
       0:14.528	  0.038
       0:14.536	  0.036
       0:14.544	  0.033
       0:14.552	  0.030
       0:14.560	  0.027
       0:14.568	  0.024
       0:14.576	  0.021
       0:14.584	  0.017
       0:14.592	  0.012
       0:14.600	  0.007
       0:14.608	  0.003
       0:14.616	  0.000
       0:14.624	  0.000
       0:14.632	  0.000
       0:14.640	  0.000
       0:14.648	  0.000
       0:14.656	  0.000
       0:14.664	  0.000
       0:14.672	  0.000
       0:14.680	  0.000
       0:14.688	  0.000
       0:14.696	  0.000
       0:14.704	  0.000
       0:14.712	  0.000
       0:14.720	  0.000
       0:14.728	  0.000
       0:14.736	  0.000
       0:14.744	  0.000
       0:14.752	  0.000
       0:14.760	  0.000
       0:14.768	  0.000
       0:14.776	  0.000
       0:14.784	  0.000
       0:14.792	  0.000
       0:14.800	  0.000
       0:14.808	  0.000
       0:14.816	  0.000
       0:14.824	  0.000
       0:14.832	  0.000
       0:14.840	  0.000
       0:14.848	  0.000
       0:14.856	  0.000
       0:14.864	  0.000
       0:14.872	  0.000
       0:14.880	  0.000
       0:14.888	  0.000
       0:14.896	  0.000
       0:14.904	  0.000
       0:14.912	  0.000
       0:14.920	  0.000
       0:14.928	  0.000
       0:14.936	  0.000
       0:14.944	  0.000
       0:14.952	  0.000
       0:14.960	  0.000
       0:14.968	  0.000
       0:14.976	  0.000
